created_at,cdmx,che,coca-cola,cocar,femsa,guevara,ingrid,iphonecon,méxico,oaxaca
1581379200,3,0,0,1,0,0,0,0,0,0
1581465600,2,0,0,1,0,0,0,0,2,1
1581552000,1,0,0,3,0,0,0,0,4,1
1581638400,0,0,0,1,0,0,0,0,0,0
1581724800,0,0,1,0,0,0,0,0,0,0
1581811200,3,0,2,1,0,0,5,0,49,0
1581897600,35,0,1,4,0,0,776,0,86,0
1581984000,3,0,0,1,0,0,45,0,3,1
1582070400,3,0,1,3,0,0,0,0,13,0
1582156800,0,0,0,3,0,0,0,0,5,2
1582243200,0,0,0,1,0,0,0,0,22,0
1582329600,0,0,0,2,0,0,0,0,13,0
1582416000,0,0,0,1,0,0,0,0,2,0
1582502400,0,0,0,16,0,0,0,0,0,0
1582588800,0,0,0,14,0,0,1,0,0,0
1582675200,0,0,1,8,0,0,0,0,1,0
1582761600,0,0,0,5,0,0,0,0,2,0
1582848000,4,0,0,3,0,0,0,0,8,0
1582934400,0,0,1,2,0,0,0,0,1,0
1583020800,0,0,0,1,0,0,0,0,0,0
1583107200,0,0,1,1,0,0,0,0,0,0
1583193600,0,0,0,2,0,0,0,0,0,0
1583280000,1,0,0,2,0,0,0,0,10,1
1583366400,1,0,0,6,0,0,0,0,1,0
1583452800,2,0,2,6,0,0,0,0,0,0
1583539200,2,0,0,1,0,0,0,0,0,0
1583625600,0,0,0,0,0,0,0,0,4,0
1583712000,2,0,0,1,0,0,0,0,0,0
1583798400,0,0,1,0,0,0,0,0,1,0
1583884800,0,0,1,1,0,0,0,0,0,0
1583971200,0,0,2,1,0,0,0,0,1,0
1584057600,0,0,0,3,0,0,0,0,1,0
1584144000,0,0,1,4,0,0,0,0,0,0
1584230400,0,0,0,4,0,0,0,0,0,0
1584316800,0,0,1,1,0,0,0,0,1,0
1584403200,1,0,2,0,0,0,0,0,0,0
1584489600,0,0,0,3,0,0,0,0,0,0
1584576000,4,0,0,3,0,0,0,0,1,0
1584662400,0,0,1,1,0,0,0,0,0,0
1584748800,0,0,2,2,0,0,0,0,1,0
1584835200,0,0,1,2,0,0,0,0,0,0
1584921600,0,0,13,2,4,0,0,0,5,0
1585008000,0,0,1,3,0,0,0,0,1,0
1585094400,0,0,0,1,0,0,0,0,0,0
1585180800,0,0,0,4,0,0,0,0,2,1
1585267200,0,0,0,7,0,0,0,0,0,0
1585353600,0,0,1,0,0,0,0,0,1,0
1585440000,0,0,1,2,0,0,0,0,1,0
1585526400,0,0,3,0,0,0,0,0,0,0
1585612800,0,0,1,5,0,0,0,0,0,0
1585699200,0,0,2,2,0,0,0,0,1,0
1585785600,0,0,0,3,0,0,0,0,0,0
1585872000,0,0,0,2,0,0,0,0,0,0
1585958400,0,0,0,4,0,0,0,0,0,0
1586131200,0,0,0,3,0,0,0,0,0,0
1586217600,0,0,1,11,0,0,0,0,3,0
1586304000,0,0,0,11,0,0,0,0,2,0
1586390400,1,0,0,3,0,0,0,0,1,1
1586476800,0,0,3,4,0,0,0,0,2,0
1586563200,0,0,0,4,0,0,0,0,0,0
1586649600,0,0,0,2,0,0,0,0,0,0
1586822400,132,0,0,1,0,0,0,0,11,0
1586908800,63,0,0,2,0,0,0,0,5,0
1586995200,21,0,0,2,0,0,0,0,0,0
1587081600,0,0,0,7,0,0,0,0,0,0
1587168000,1,0,0,1,0,0,0,0,0,0
1587254400,0,0,0,5,0,0,0,0,0,0
1587340800,0,0,2,12,0,0,0,0,1,0
1587427200,0,0,2,2,0,0,0,0,1,0
1587513600,0,0,1,2,0,0,0,0,1,0
1587600000,0,0,0,4,0,0,0,0,1,0
1587686400,0,0,2,0,0,0,0,0,1,1
1587772800,3,0,0,5,0,0,0,0,1,0
1587859200,0,0,1,3,0,0,0,0,0,0
1587945600,0,0,1,5,0,0,0,0,1,0
1588032000,1,0,21,1,0,0,0,0,21,0
1588118400,0,0,4,0,0,0,0,0,4,0
1588204800,1,0,0,1,0,0,0,0,0,0
1588291200,0,0,0,3,0,0,0,0,0,0
1588377600,0,0,0,2,0,0,0,0,1,0
1588464000,1,0,1,5,0,0,0,0,2,0
1588550400,4,0,1,1,0,0,0,0,0,0
1588636800,0,0,4,7,0,0,0,0,2,2
1588723200,0,0,0,1,0,0,0,0,2,0
1588809600,0,0,1,2,0,0,0,0,1,0
1588896000,0,0,0,6,0,0,0,0,2,0
1588982400,0,0,1,6,0,0,0,0,0,0
1589068800,0,0,0,2,0,0,0,0,3,0
1589155200,0,0,2,1,0,0,0,0,0,0
1589241600,0,0,3,0,0,0,0,0,3,0
1589328000,0,0,1,2,0,0,0,0,1,0
1589414400,0,0,0,6,0,0,0,0,3,0
1589500800,0,0,2,5,0,0,0,0,1,0
1589587200,0,0,0,1,0,0,0,0,0,0
1589673600,0,0,2,1,0,0,0,0,2,0
1589760000,0,0,0,2,0,0,0,0,0,0
1589846400,0,0,0,3,0,0,0,0,0,0
1589932800,0,0,0,10,0,0,0,0,1,0
1590019200,0,0,0,9,0,0,0,0,0,12
1590105600,1,0,2,2,0,0,0,0,1,3
1590192000,0,0,2,3,0,0,0,0,0,3
1590278400,0,0,1,1,0,0,0,0,0,0
1590364800,0,0,10,2,0,0,0,0,0,0
1590451200,0,0,8,0,0,0,0,0,0,0
1590537600,2,0,4,4,0,0,0,0,3,0
1590624000,1,0,2,3,0,0,0,0,8,0
1590710400,0,0,3,2,0,0,0,0,1,0
1590796800,0,0,3,2,0,0,0,0,0,0
1590883200,0,0,0,1,0,0,0,0,2,0
1590969600,0,0,0,2,0,0,0,0,2,0
1591056000,14,0,0,1,0,0,0,0,0,0
1591142400,0,0,2,3,0,0,0,0,0,0
1591228800,0,0,1,3,0,0,0,0,3,0
1591315200,1,0,2,1,0,0,0,0,4,0
1591488000,0,0,0,2,0,0,0,0,0,0
1591574400,1,0,0,5,0,0,0,0,17,1
1591660800,2,0,4,0,0,0,0,0,20,0
1591747200,0,0,2,6,0,0,0,0,2,0
1591833600,0,0,0,3,1,0,0,0,0,0
1591920000,0,0,16,5,0,0,0,0,0,0
1592006400,0,0,104,43,665,0,0,0,10,0
1592092800,0,1,26,28,23,1,0,0,0,0
1592179200,0,0,7,11,6,0,0,0,4,0
1592265600,0,0,4,6,3,0,0,0,2,0
1592352000,0,0,12,3,6,0,0,0,14,0
1592438400,0,0,2,8,0,0,0,0,6,1
1592524800,0,0,0,2,0,0,0,0,1,2
1592611200,1,0,1,1,0,0,0,0,0,0
1592697600,1,0,2,7,0,0,0,0,1,0
1592784000,0,0,3,2,1,0,0,0,3,0
1592870400,0,0,8,1,0,0,0,0,1,0
1592956800,0,0,2,3,0,0,0,0,9,0
1593043200,0,0,0,2,0,0,0,0,1,3
1593129600,0,0,1,1,0,0,0,0,0,0
1593216000,0,0,1,0,0,0,0,0,0,0
1593302400,0,0,0,6,0,0,0,0,1,1
1593388800,14,0,1,2,0,0,0,0,0,0
1593475200,3,0,2,5,0,0,0,0,0,0
1593561600,0,0,2,5,0,0,0,0,2,0
1593648000,1,0,1,2,0,0,0,0,1,0
1593734400,0,0,0,5,0,0,0,0,5,0
1593820800,0,0,2,1,0,0,0,0,1,0
1593907200,1,0,3,11,0,0,0,0,0,0
1593993600,0,0,1,8,0,0,0,0,4,0
1594080000,0,0,5,3,0,0,0,0,0,0
1594252800,0,0,0,1,0,0,0,0,3,0
1594339200,0,0,0,2,0,0,0,0,16,0
1594425600,0,0,1,3,0,0,0,0,9,0
1594512000,0,0,0,1,0,0,0,0,2,0
1594598400,0,0,0,1,0,0,0,0,1,0
1594684800,0,0,1,3,0,0,0,0,1,0
1594771200,0,0,1,3,0,0,0,0,1,0
1594857600,0,0,0,2,0,0,0,0,0,1
1594944000,0,0,0,2,0,0,0,0,1,0
1595030400,0,0,1,7,0,0,0,0,4,0
1595116800,0,0,2,3,0,0,0,0,1,0
1595203200,0,0,3,6,0,0,0,0,1,0
1595289600,0,0,8,11,5,0,0,0,3,0
1595376000,0,0,11,6,0,0,0,0,0,0
1595462400,0,0,10,10,0,0,0,0,0,0
1595548800,0,0,1,4,0,0,0,0,1,0
1595635200,0,0,1,0,0,0,0,0,0,0
1595721600,0,0,0,4,0,0,0,0,1,0
1595808000,0,0,2,7,0,0,0,0,1,0
1595894400,0,0,6,6,1,0,0,0,0,0
1595980800,0,0,3,4,0,0,0,0,0,0
1596067200,0,0,0,2,0,0,0,0,29,0
1596153600,0,0,0,4,0,0,0,0,5,0
1596240000,0,0,0,2,0,0,0,0,1,0
1596326400,0,0,0,5,0,0,0,0,0,0
1596412800,1,0,0,4,0,0,0,0,0,0
1596499200,0,0,1,3,0,0,0,0,0,0
1596585600,0,0,1,8,0,0,0,0,0,14
1596672000,0,0,2,11,0,0,0,0,1,76
1596758400,9,0,6,7,0,0,0,0,1,81
1596844800,0,0,2,2,0,0,0,0,2,2
1596931200,0,0,3,2,0,0,0,0,1,5
1597017600,0,0,0,6,0,0,0,0,0,431
1597104000,2,0,0,1,0,0,0,0,2,115
1597190400,0,0,0,1,0,0,0,0,0,9
1597276800,0,0,3,11,0,0,0,0,0,2
1597363200,0,0,1,2,2,0,0,0,1,0
1597449600,0,0,0,2,0,0,0,0,0,0
1597536000,0,0,1,3,0,0,0,0,1,2
1597622400,0,0,0,4,0,0,0,0,4,1
1597708800,0,0,0,1,0,0,0,0,6,0
1597795200,1,0,34,6,0,0,0,0,3,34
1597881600,0,0,4,6,0,0,0,0,0,4
1597968000,0,0,3,7,0,0,0,0,0,0
1598054400,0,0,0,8,0,0,0,0,1,0
1598140800,1,0,0,1,0,0,0,0,0,0
1598227200,0,0,0,2,0,0,0,0,1,1
1598313600,0,0,2,2,0,0,0,0,1,0
1598400000,0,0,0,1,0,0,0,0,0,0
1598486400,0,0,1,3,0,0,0,0,0,0
1598572800,0,0,9,11,13,0,0,0,3,1
1598659200,0,0,4,5,1,0,0,0,1,0
1598745600,0,0,0,1,0,0,0,0,0,0
1598832000,0,0,2,7,0,0,0,0,0,1
1598918400,0,0,0,2,0,0,0,0,0,0
1599004800,0,0,2,4,0,0,0,0,2,5
1599091200,0,0,0,3,0,0,0,0,0,0
1599177600,0,0,2,1,0,0,0,0,8,0
1599264000,0,0,0,3,0,0,0,0,0,0
1599350400,0,0,0,6,0,0,0,0,0,0
1599436800,0,0,2,5,0,0,0,0,0,0
1599523200,0,0,1,2,0,0,0,0,0,0
1599609600,0,0,22,1,0,0,0,0,1,0
1599696000,0,0,2,4,0,0,0,0,1,0
1599782400,0,0,0,1,0,0,0,0,0,0
1599868800,0,0,0,1,0,0,0,0,3,0
1599955200,0,0,1,1,0,0,0,0,0,0
1600041600,0,0,0,1,0,0,0,0,1,0
1600128000,0,0,0,6,0,0,0,0,0,0
1600214400,0,0,0,5,0,0,0,0,1,0
1600300800,16,0,0,0,0,0,0,0,0,0
1600387200,0,0,1,3,0,0,0,0,2,0
1600473600,0,0,0,3,0,0,0,0,0,0
1600560000,0,0,1,2,0,0,0,0,0,0
1600646400,0,0,1,2,0,0,0,0,0,1
1600732800,0,0,36,2,27,0,0,0,1,1
1600819200,1,0,151,1,0,0,0,0,2,0
1600905600,0,0,36,5,2,0,0,0,0,1
1600992000,0,0,4,2,0,0,0,0,1,0
1601078400,0,0,1,1,0,0,0,0,1,0
1601164800,1,0,0,6,0,0,0,0,1,0
1601251200,1,0,0,3,0,0,0,0,0,4
1601337600,0,0,1,0,0,0,0,0,1,3
1601424000,0,0,1,0,0,0,0,0,1,1
1601510400,0,0,1,2,0,0,0,0,0,0
1601596800,0,0,0,3,0,0,0,0,0,0
1601683200,0,0,1,1,0,0,0,0,0,0
1601769600,0,0,0,7,0,0,0,0,0,1
1601856000,0,0,1,0,0,0,0,0,0,11
1601942400,0,0,0,1,0,0,0,0,0,9
1602028800,0,0,1,1,0,0,0,0,0,0
1602115200,1,0,1,5,0,0,0,0,0,2
1602201600,0,0,0,5,0,0,0,0,1,0
1602288000,0,0,0,1,1,0,0,0,2,0
1602374400,0,0,2,1,0,0,0,0,1,0
1602460800,0,0,0,3,0,0,0,0,0,0
1602547200,0,0,2,1,0,0,0,0,0,2
1602633600,0,0,4,5,0,0,0,0,2,38
1602720000,0,0,0,4,1,0,0,0,1,17
1602806400,0,0,0,4,0,0,0,0,2,3
1602892800,0,0,0,1,0,0,0,0,0,0
1602979200,0,0,0,2,0,0,0,0,0,0
1603065600,0,0,0,3,0,0,0,0,0,0
1603152000,0,0,0,2,0,0,0,0,0,0
1603238400,0,0,1,5,0,0,0,0,2,0
1603324800,0,0,1,2,0,0,0,0,0,0
1603411200,0,0,1,5,0,0,0,0,0,0
1603497600,0,0,1,1,0,0,0,0,0,0
1603584000,0,0,2,0,0,0,0,0,1,5
1603670400,0,0,0,9,0,0,0,0,0,8
1603756800,0,0,0,8,0,0,0,0,2,3
1603843200,2,0,0,0,0,0,0,0,0,11
1603929600,2,633,0,6,0,633,0,633,1,0
1604016000,0,178,3,2,0,178,0,178,0,1
1604102400,0,24,7,1,5,24,0,24,0,0
1604188800,0,10,1,3,0,10,0,10,0,0
1604275200,0,7,1,8,0,7,0,7,0,0
1604361600,0,4,0,1,0,4,0,4,0,0
1604448000,0,4,2,1,1,3,0,3,0,0
1604534400,0,4,0,0,0,4,0,4,0,0
1604620800,0,0,1,0,1,0,0,0,1,0
1604707200,0,0,0,2,0,0,0,0,0,0
1604793600,0,1,0,1,1,1,0,1,0,0
1604880000,0,6,0,2,0,6,0,6,0,0
1604966400,0,3,0,6,0,3,0,3,0,0
1605052800,26,0,0,2,0,0,0,0,9,0
1605139200,1,0,0,7,0,0,0,0,1,0
1605225600,1,8,0,0,0,8,0,8,0,0
1605312000,0,0,2,3,1,0,0,0,2,0
1605398400,0,3,0,1,0,2,0,2,0,0
1605484800,0,0,0,1,0,0,0,0,0,0
1605571200,0,1,0,2,0,1,0,1,0,0
1605657600,0,1,2,1,0,1,0,1,1,0
1605830400,0,1,2,1,0,1,0,1,2,0
1605916800,0,1,1,1,0,1,0,2,0,0
1606089600,0,2,1,3,0,2,0,2,3,0
1606176000,0,0,0,0,0,0,0,0,2,0
1606262400,0,0,0,1,0,0,0,0,2,0
1606348800,0,1,1,0,1,1,0,1,2,4
1606435200,0,1,1,0,0,1,0,1,2,0
1606521600,0,0,0,1,0,0,0,0,0,3
1606608000,0,0,0,2,0,0,0,0,0,5
1606694400,0,0,1,2,0,0,0,0,0,1
1606780800,0,0,1,3,0,0,0,0,0,1
1606867200,0,0,1,1,0,0,0,0,0,0
1606953600,0,0,1,3,0,0,0,0,0,0
1607040000,1,1,0,1,0,1,0,1,0,0
1607126400,0,0,2,3,0,0,0,0,0,0
1607212800,0,0,0,2,0,0,0,0,0,0
1607299200,0,0,2,0,0,0,0,0,1,0
1607385600,0,0,0,3,0,0,0,0,2,0
1607472000,0,0,0,2,0,0,0,0,3,0
1607558400,0,0,0,2,0,0,0,0,0,0
1607644800,0,0,0,2,0,0,0,0,1,0
1607731200,0,0,2,1,0,0,0,0,0,0
1607817600,0,0,0,1,0,0,0,0,0,0
1607904000,0,0,1,2,0,0,0,0,0,0
1607990400,0,0,1,0,0,0,0,0,3,0
1608076800,0,0,0,2,0,0,0,0,0,0
1608163200,0,0,1,1,0,0,0,0,3,0
1608249600,0,0,1,5,0,0,0,0,0,0
1608336000,0,0,0,4,0,0,0,0,0,0
1608422400,0,2,1,0,0,2,0,2,0,0
1608508800,0,0,0,2,0,0,0,0,2,0
1608595200,0,0,0,1,0,0,0,0,0,0
1608681600,3,0,0,3,0,0,0,0,2,0
1608768000,0,0,2,0,0,0,0,0,1,0
1608854400,0,0,0,4,0,0,0,0,0,1
1608940800,0,0,0,1,0,0,0,0,0,0
1609027200,0,0,0,0,1,0,0,0,0,0
1609113600,0,0,0,2,0,0,0,0,1,0
1609200000,0,0,3,1,0,0,0,0,3,0
1609286400,5,0,1,0,0,0,0,0,0,0
1609372800,7,0,0,1,0,0,0,0,31,0
1609459200,241,0,0,1,0,0,0,0,22,0
1609545600,150,0,0,4,0,0,0,0,38,0
1609632000,24,0,1,1,0,0,0,0,10,0
1609718400,9,0,0,5,0,0,0,0,0,0
1609804800,3,0,1,5,0,0,0,0,0,0
1609891200,4,0,1,4,2,0,0,0,0,0
1609977600,11,0,0,4,0,0,0,0,0,0
1610064000,1,0,1,2,0,0,0,0,0,0
1610150400,1,0,0,2,0,0,0,0,1,0
1610323200,3,0,3,1,0,0,0,0,0,0
1610409600,7,0,15,2,0,0,0,0,7,6
1610496000,0,0,1,5,0,0,0,0,2,2
1610582400,0,0,0,10,0,0,0,0,1,0
1610668800,0,0,0,5,0,0,0,0,0,0
1610755200,0,0,0,1,0,0,0,0,0,0
1610841600,0,0,1,1,0,0,0,0,0,0
1610928000,0,0,1,3,0,0,0,0,0,0
1611014400,0,0,1,6,0,0,0,0,0,0
1611100800,0,0,0,1,0,0,0,0,0,0
1611273600,0,0,0,2,0,0,0,0,3,0
1611360000,0,0,0,1,0,0,0,0,0,0
1611619200,0,0,1,2,0,0,0,0,0,0
1611705600,0,0,2,2,0,0,0,0,0,0
1611792000,0,0,2,0,0,0,0,0,0,0
1611878400,0,0,2,3,0,0,0,0,0,0
1611964800,0,0,0,1,0,0,0,0,0,0
1612051200,0,0,0,1,0,0,0,0,0,0
